Split,train,test,Model_ID,Attribute
3,0.9322463768115942,0.9318840579710145,logistic,0.4
4,0.9369565217391305,0.9246376811594202,logistic,0.4
0,0.9355072463768116,0.927536231884058,logistic,0.5
1,0.9391304347826087,0.9173913043478261,logistic,0.5
2,0.9311594202898551,0.9565217391304348,logistic,0.5
3,0.9322463768115942,0.9318840579710145,logistic,0.5
4,0.9380434782608695,0.927536231884058,logistic,0.5
0,0.9355072463768116,0.927536231884058,logistic,0.6000000000000001
1,0.9394927536231884,0.9202898550724637,logistic,0.6000000000000001
2,0.9311594202898551,0.9565217391304348,logistic,0.6000000000000001
3,0.9322463768115942,0.9347826086956522,logistic,0.6000000000000001
4,0.9384057971014492,0.927536231884058,logistic,0.6000000000000001
0,0.9355072463768116,0.927536231884058,logistic,0.7000000000000001
1,0.9402173913043478,0.9217391304347826,logistic,0.7000000000000001
2,0.9318840579710145,0.9579710144927536,logistic,0.7000000000000001
3,0.9347826086956522,0.9333333333333333,logistic,0.7000000000000001
4,0.938768115942029,0.9260869565217391,logistic,0.7000000000000001
0,0.9358695652173913,0.927536231884058,logistic,0.8
1,0.9409420289855073,0.9217391304347826,logistic,0.8
2,0.9326086956521739,0.9594202898550724,logistic,0.8
3,0.9351449275362319,0.9333333333333333,logistic,0.8
4,0.9384057971014492,0.9260869565217391,logistic,0.8
0,0.936231884057971,0.927536231884058,logistic,0.9
1,0.9409420289855073,0.9202898550724637,logistic,0.9
2,0.9318840579710145,0.9594202898550724,logistic,0.9
3,0.936231884057971,0.9333333333333333,logistic,0.9
4,0.9398550724637681,0.9260869565217391,logistic,0.9
0,0.9358695652173913,0.9289855072463769,logistic,1.0
1,0.941304347826087,0.9202898550724637,logistic,1.0
2,0.9315217391304348,0.9594202898550724,logistic,1.0
3,0.936231884057971,0.9333333333333333,logistic,1.0
4,0.9398550724637681,0.9260869565217391,logistic,1.0
0,0.936231884057971,0.9318840579710145,logistic,1.1
1,0.9405797101449276,0.9217391304347826,logistic,1.1
2,0.9318840579710145,0.9608695652173913,logistic,1.1
3,0.9365942028985508,0.9333333333333333,logistic,1.1
4,0.9402173913043478,0.927536231884058,logistic,1.1
0,0.9365942028985508,0.9318840579710145,logistic,1.2000000000000002
1,0.9405797101449276,0.9231884057971015,logistic,1.2000000000000002
2,0.9318840579710145,0.9608695652173913,logistic,1.2000000000000002
3,0.9365942028985508,0.9333333333333333,logistic,1.2000000000000002
4,0.9405797101449276,0.927536231884058,logistic,1.2000000000000002
0,0.936231884057971,0.9318840579710145,logistic,1.3
1,0.9405797101449276,0.9231884057971015,logistic,1.3
2,0.9318840579710145,0.9608695652173913,logistic,1.3
3,0.9376811594202898,0.9347826086956522,logistic,1.3
4,0.9405797101449276,0.927536231884058,logistic,1.3
0,0.9373188405797102,0.9318840579710145,logistic,1.4000000000000001
1,0.9405797101449276,0.9231884057971015,logistic,1.4000000000000001
2,0.9315217391304348,0.9608695652173913,logistic,1.4000000000000001
3,0.9376811594202898,0.9347826086956522,logistic,1.4000000000000001
4,0.9409420289855073,0.927536231884058,logistic,1.4000000000000001
0,0.9391304347826087,0.9333333333333333,logistic,1.5
1,0.9405797101449276,0.9231884057971015,logistic,1.5
2,0.9307971014492754,0.9608695652173913,logistic,1.5
3,0.9376811594202898,0.936231884057971,logistic,1.5
4,0.941304347826087,0.927536231884058,logistic,1.5
0,0.9391304347826087,0.9333333333333333,logistic,1.6
1,0.9409420289855073,0.9231884057971015,logistic,1.6
2,0.9307971014492754,0.9608695652173913,logistic,1.6
3,0.9380434782608695,0.936231884057971,logistic,1.6
4,0.9416666666666667,0.927536231884058,logistic,1.6
0,0.9398550724637681,0.9318840579710145,logistic,1.7000000000000002
1,0.9409420289855073,0.9231884057971015,logistic,1.7000000000000002
2,0.9307971014492754,0.9608695652173913,logistic,1.7000000000000002
3,0.9380434782608695,0.936231884057971,logistic,1.7000000000000002
4,0.9420289855072463,0.927536231884058,logistic,1.7000000000000002
0,0.9405797101449276,0.9318840579710145,logistic,1.8
1,0.941304347826087,0.9231884057971015,logistic,1.8
2,0.9311594202898551,0.9608695652173913,logistic,1.8
3,0.9376811594202898,0.936231884057971,logistic,1.8
4,0.9427536231884058,0.927536231884058,logistic,1.8
0,0.9405797101449276,0.9318840579710145,logistic,1.9000000000000001
1,0.9409420289855073,0.9231884057971015,logistic,1.9000000000000001
2,0.9311594202898551,0.9608695652173913,logistic,1.9000000000000001
3,0.9380434782608695,0.9376811594202898,logistic,1.9000000000000001
4,0.9434782608695652,0.9260869565217391,logistic,1.9000000000000001
0,0.9394927536231884,0.9318840579710145,logistic,2.0
1,0.9409420289855073,0.9231884057971015,logistic,2.0
2,0.9315217391304348,0.9608695652173913,logistic,2.0
3,0.9376811594202898,0.936231884057971,logistic,2.0
4,0.9434782608695652,0.9260869565217391,logistic,2.0
0,0.9398550724637681,0.9318840579710145,logistic,2.1
1,0.9405797101449276,0.9246376811594202,logistic,2.1
2,0.9315217391304348,0.9608695652173913,logistic,2.1
3,0.9380434782608695,0.936231884057971,logistic,2.1
4,0.9438405797101449,0.9260869565217391,logistic,2.1
0,0.9398550724637681,0.9318840579710145,logistic,2.2
1,0.9423913043478261,0.9289855072463769,logistic,2.2
2,0.9318840579710145,0.9608695652173913,logistic,2.2
3,0.9376811594202898,0.936231884057971,logistic,2.2
4,0.9438405797101449,0.9260869565217391,logistic,2.2
0,0.9398550724637681,0.9318840579710145,logistic,2.3000000000000003
1,0.9423913043478261,0.9304347826086956,logistic,2.3000000000000003
2,0.9318840579710145,0.9608695652173913,logistic,2.3000000000000003
3,0.9376811594202898,0.936231884057971,logistic,2.3000000000000003
4,0.9438405797101449,0.9260869565217391,logistic,2.3000000000000003
0,0.9398550724637681,0.9318840579710145,logistic,2.4000000000000004
1,0.9423913043478261,0.9304347826086956,logistic,2.4000000000000004
2,0.9322463768115942,0.9608695652173913,logistic,2.4000000000000004
3,0.9376811594202898,0.9347826086956522,logistic,2.4000000000000004
4,0.9438405797101449,0.9260869565217391,logistic,2.4000000000000004
0,0.9398550724637681,0.9318840579710145,logistic,2.5
1,0.9423913043478261,0.9304347826086956,logistic,2.5
2,0.9322463768115942,0.9608695652173913,logistic,2.5
3,0.9376811594202898,0.9347826086956522,logistic,2.5
4,0.9438405797101449,0.9260869565217391,logistic,2.5
0,0.9398550724637681,0.9318840579710145,logistic,2.6
1,0.9420289855072463,0.9304347826086956,logistic,2.6
2,0.9322463768115942,0.9608695652173913,logistic,2.6
3,0.9376811594202898,0.9347826086956522,logistic,2.6
4,0.9434782608695652,0.9260869565217391,logistic,2.6
0,0.9402173913043478,0.9318840579710145,logistic,2.7
1,0.9420289855072463,0.9304347826086956,logistic,2.7
2,0.9322463768115942,0.9608695652173913,logistic,2.7
3,0.9376811594202898,0.9347826086956522,logistic,2.7
4,0.9434782608695652,0.9260869565217391,logistic,2.7
0,0.9402173913043478,0.9318840579710145,logistic,2.8000000000000003
1,0.9427536231884058,0.9304347826086956,logistic,2.8000000000000003
2,0.9322463768115942,0.9608695652173913,logistic,2.8000000000000003
3,0.9376811594202898,0.9347826086956522,logistic,2.8000000000000003
4,0.9438405797101449,0.9260869565217391,logistic,2.8000000000000003
0,0.9402173913043478,0.9304347826086956,logistic,2.9000000000000004
1,0.9427536231884058,0.9304347826086956,logistic,2.9000000000000004
2,0.9322463768115942,0.9608695652173913,logistic,2.9000000000000004
3,0.9380434782608695,0.9347826086956522,logistic,2.9000000000000004
4,0.9438405797101449,0.9246376811594202,logistic,2.9000000000000004
0,0.9402173913043478,0.9304347826086956,logistic,3.0
1,0.9427536231884058,0.9304347826086956,logistic,3.0
2,0.9326086956521739,0.9608695652173913,logistic,3.0
3,0.9376811594202898,0.9347826086956522,logistic,3.0
4,0.9438405797101449,0.9246376811594202,logistic,3.0
0,0.9402173913043478,0.9304347826086956,logistic,3.1
1,0.9427536231884058,0.9304347826086956,logistic,3.1
2,0.9326086956521739,0.9608695652173913,logistic,3.1
3,0.9376811594202898,0.9347826086956522,logistic,3.1
4,0.9438405797101449,0.9231884057971015,logistic,3.1
0,0.9402173913043478,0.9289855072463769,logistic,3.2
1,0.9423913043478261,0.9304347826086956,logistic,3.2
2,0.9326086956521739,0.9608695652173913,logistic,3.2
3,0.9376811594202898,0.9347826086956522,logistic,3.2
4,0.9438405797101449,0.9231884057971015,logistic,3.2
0,0.9402173913043478,0.9289855072463769,logistic,3.3000000000000003
1,0.9423913043478261,0.9304347826086956,logistic,3.3000000000000003
2,0.9326086956521739,0.9608695652173913,logistic,3.3000000000000003
3,0.9384057971014492,0.9347826086956522,logistic,3.3000000000000003
4,0.9438405797101449,0.9231884057971015,logistic,3.3000000000000003
0,0.9402173913043478,0.9289855072463769,logistic,3.4000000000000004
1,0.9427536231884058,0.9304347826086956,logistic,3.4000000000000004
2,0.9326086956521739,0.9623188405797102,logistic,3.4000000000000004
3,0.938768115942029,0.9347826086956522,logistic,3.4000000000000004
4,0.9438405797101449,0.9231884057971015,logistic,3.4000000000000004
0,0.9402173913043478,0.927536231884058,logistic,3.5
1,0.9431159420289855,0.9304347826086956,logistic,3.5
2,0.9326086956521739,0.9623188405797102,logistic,3.5
3,0.938768115942029,0.9347826086956522,logistic,3.5
4,0.9438405797101449,0.9231884057971015,logistic,3.5
0,0.9405797101449276,0.927536231884058,logistic,3.6
1,0.9431159420289855,0.9304347826086956,logistic,3.6
2,0.9326086956521739,0.9623188405797102,logistic,3.6
3,0.938768115942029,0.9347826086956522,logistic,3.6
4,0.9438405797101449,0.9231884057971015,logistic,3.6
0,0.9405797101449276,0.9260869565217391,logistic,3.7
1,0.9431159420289855,0.9304347826086956,logistic,3.7
2,0.9322463768115942,0.9637681159420289,logistic,3.7
3,0.9384057971014492,0.9347826086956522,logistic,3.7
4,0.9438405797101449,0.9231884057971015,logistic,3.7
0,0.941304347826087,0.9260869565217391,logistic,3.8000000000000003
1,0.9427536231884058,0.9304347826086956,logistic,3.8000000000000003
2,0.9318840579710145,0.9637681159420289,logistic,3.8000000000000003
3,0.938768115942029,0.9333333333333333,logistic,3.8000000000000003
4,0.9434782608695652,0.9231884057971015,logistic,3.8000000000000003
0,0.941304347826087,0.9260869565217391,logistic,3.9000000000000004
1,0.9427536231884058,0.9304347826086956,logistic,3.9000000000000004
2,0.9311594202898551,0.9637681159420289,logistic,3.9000000000000004
3,0.938768115942029,0.9333333333333333,logistic,3.9000000000000004
4,0.9434782608695652,0.9231884057971015,logistic,3.9000000000000004
0,0.941304347826087,0.9260869565217391,logistic,4.0
1,0.9423913043478261,0.9304347826086956,logistic,4.0
2,0.9311594202898551,0.9637681159420289,logistic,4.0
3,0.938768115942029,0.9333333333333333,logistic,4.0
4,0.9434782608695652,0.9231884057971015,logistic,4.0
0,0.941304347826087,0.9260869565217391,logistic,4.1000000000000005
1,0.9423913043478261,0.9304347826086956,logistic,4.1000000000000005
2,0.9311594202898551,0.9637681159420289,logistic,4.1000000000000005
3,0.938768115942029,0.9333333333333333,logistic,4.1000000000000005
4,0.9434782608695652,0.9231884057971015,logistic,4.1000000000000005
0,0.941304347826087,0.9260869565217391,logistic,4.2
1,0.9423913043478261,0.9304347826086956,logistic,4.2
2,0.9318840579710145,0.9637681159420289,logistic,4.2
3,0.9384057971014492,0.9333333333333333,logistic,4.2
4,0.9434782608695652,0.9231884057971015,logistic,4.2
0,0.941304347826087,0.9260869565217391,logistic,4.3
1,0.9423913043478261,0.9304347826086956,logistic,4.3
2,0.9315217391304348,0.9637681159420289,logistic,4.3
3,0.9384057971014492,0.9333333333333333,logistic,4.3
4,0.9438405797101449,0.9231884057971015,logistic,4.3
0,0.941304347826087,0.9246376811594202,logistic,4.4
1,0.9431159420289855,0.9304347826086956,logistic,4.4
2,0.9315217391304348,0.9652173913043478,logistic,4.4
3,0.9384057971014492,0.9333333333333333,logistic,4.4
4,0.9438405797101449,0.9231884057971015,logistic,4.4
0,0.941304347826087,0.9246376811594202,logistic,4.5
1,0.9431159420289855,0.9304347826086956,logistic,4.5
2,0.9315217391304348,0.9652173913043478,logistic,4.5
3,0.9384057971014492,0.9347826086956522,logistic,4.5
4,0.9434782608695652,0.9231884057971015,logistic,4.5
0,0.941304347826087,0.9246376811594202,logistic,4.6000000000000005
1,0.9434782608695652,0.9304347826086956,logistic,4.6000000000000005
2,0.9311594202898551,0.9652173913043478,logistic,4.6000000000000005
3,0.9384057971014492,0.9347826086956522,logistic,4.6000000000000005
4,0.9434782608695652,0.9231884057971015,logistic,4.6000000000000005
0,0.941304347826087,0.9246376811594202,logistic,4.7
1,0.9434782608695652,0.9304347826086956,logistic,4.7
2,0.9311594202898551,0.9652173913043478,logistic,4.7
3,0.9384057971014492,0.9347826086956522,logistic,4.7
4,0.9434782608695652,0.9231884057971015,logistic,4.7
0,0.9416666666666667,0.9246376811594202,logistic,4.800000000000001
1,0.9434782608695652,0.9289855072463769,logistic,4.800000000000001
2,0.9311594202898551,0.9652173913043478,logistic,4.800000000000001
3,0.9380434782608695,0.9347826086956522,logistic,4.800000000000001
4,0.9434782608695652,0.9231884057971015,logistic,4.800000000000001
0,0.9416666666666667,0.9246376811594202,logistic,4.9
1,0.9434782608695652,0.9304347826086956,logistic,4.9
2,0.9315217391304348,0.9652173913043478,logistic,4.9
3,0.9380434782608695,0.9347826086956522,logistic,4.9
4,0.9434782608695652,0.9231884057971015,logistic,4.9
0,0.9416666666666667,0.9246376811594202,logistic,5.0
1,0.9434782608695652,0.9304347826086956,logistic,5.0
2,0.9315217391304348,0.9652173913043478,logistic,5.0
3,0.9380434782608695,0.9347826086956522,logistic,5.0
4,0.9431159420289855,0.9231884057971015,logistic,5.0
0,0.9420289855072463,0.9246376811594202,logistic,5.1000000000000005
1,0.9438405797101449,0.9304347826086956,logistic,5.1000000000000005
2,0.9307971014492754,0.9652173913043478,logistic,5.1000000000000005
3,0.9380434782608695,0.9347826086956522,logistic,5.1000000000000005
4,0.9431159420289855,0.9231884057971015,logistic,5.1000000000000005
0,0.9420289855072463,0.9246376811594202,logistic,5.2
1,0.9438405797101449,0.9304347826086956,logistic,5.2
2,0.9307971014492754,0.9652173913043478,logistic,5.2
3,0.9380434782608695,0.9347826086956522,logistic,5.2
4,0.9434782608695652,0.9231884057971015,logistic,5.2
0,0.9420289855072463,0.9246376811594202,logistic,5.300000000000001
1,0.9438405797101449,0.9304347826086956,logistic,5.300000000000001
2,0.9307971014492754,0.9652173913043478,logistic,5.300000000000001
3,0.9384057971014492,0.9347826086956522,logistic,5.300000000000001
4,0.9434782608695652,0.9231884057971015,logistic,5.300000000000001
0,0.9420289855072463,0.9246376811594202,logistic,5.4
1,0.9438405797101449,0.9304347826086956,logistic,5.4
2,0.9307971014492754,0.9652173913043478,logistic,5.4
3,0.9384057971014492,0.9347826086956522,logistic,5.4
4,0.9434782608695652,0.9231884057971015,logistic,5.4
0,0.9420289855072463,0.9246376811594202,logistic,5.5
1,0.9438405797101449,0.9304347826086956,logistic,5.5
2,0.9307971014492754,0.9652173913043478,logistic,5.5
3,0.938768115942029,0.9347826086956522,logistic,5.5
4,0.9434782608695652,0.9231884057971015,logistic,5.5
0,0.9420289855072463,0.9246376811594202,logistic,5.6000000000000005
1,0.9438405797101449,0.9304347826086956,logistic,5.6000000000000005
2,0.9307971014492754,0.9652173913043478,logistic,5.6000000000000005
3,0.938768115942029,0.9347826086956522,logistic,5.6000000000000005
4,0.9434782608695652,0.9231884057971015,logistic,5.6000000000000005
0,0.9420289855072463,0.9246376811594202,logistic,5.7
1,0.9438405797101449,0.9318840579710145,logistic,5.7
2,0.9307971014492754,0.9637681159420289,logistic,5.7
3,0.938768115942029,0.9347826086956522,logistic,5.7
4,0.9434782608695652,0.9231884057971015,logistic,5.7
0,0.9420289855072463,0.9246376811594202,logistic,5.800000000000001
1,0.9438405797101449,0.9318840579710145,logistic,5.800000000000001
2,0.9307971014492754,0.9623188405797102,logistic,5.800000000000001
3,0.938768115942029,0.9347826086956522,logistic,5.800000000000001
4,0.9434782608695652,0.9231884057971015,logistic,5.800000000000001
0,0.9423913043478261,0.9246376811594202,logistic,5.9
1,0.9438405797101449,0.9318840579710145,logistic,5.9
2,0.9307971014492754,0.9623188405797102,logistic,5.9
3,0.938768115942029,0.9347826086956522,logistic,5.9
4,0.9434782608695652,0.9231884057971015,logistic,5.9
0,0.9423913043478261,0.9246376811594202,logistic,6.0
1,0.9438405797101449,0.9318840579710145,logistic,6.0
2,0.9307971014492754,0.9623188405797102,logistic,6.0
3,0.938768115942029,0.9347826086956522,logistic,6.0
4,0.9438405797101449,0.9231884057971015,logistic,6.0
0,0.9423913043478261,0.9246376811594202,logistic,6.1000000000000005
1,0.9438405797101449,0.9318840579710145,logistic,6.1000000000000005
2,0.9307971014492754,0.9623188405797102,logistic,6.1000000000000005
3,0.938768115942029,0.9347826086956522,logistic,6.1000000000000005
4,0.9438405797101449,0.9231884057971015,logistic,6.1000000000000005
0,0.9423913043478261,0.9246376811594202,logistic,6.2
1,0.9438405797101449,0.9318840579710145,logistic,6.2
2,0.9307971014492754,0.9608695652173913,logistic,6.2
3,0.938768115942029,0.9347826086956522,logistic,6.2
4,0.9438405797101449,0.9231884057971015,logistic,6.2
0,0.9423913043478261,0.9246376811594202,logistic,6.300000000000001
1,0.9438405797101449,0.9318840579710145,logistic,6.300000000000001
2,0.9307971014492754,0.9608695652173913,logistic,6.300000000000001
3,0.938768115942029,0.9347826086956522,logistic,6.300000000000001
4,0.9438405797101449,0.9231884057971015,logistic,6.300000000000001
0,0.9423913043478261,0.9246376811594202,logistic,6.4
1,0.9438405797101449,0.9318840579710145,logistic,6.4
2,0.9307971014492754,0.9608695652173913,logistic,6.4
3,0.938768115942029,0.9347826086956522,logistic,6.4
4,0.9438405797101449,0.9231884057971015,logistic,6.4
0,0.9423913043478261,0.9246376811594202,logistic,6.5
1,0.9438405797101449,0.9318840579710145,logistic,6.5
2,0.9307971014492754,0.9608695652173913,logistic,6.5
3,0.938768115942029,0.9347826086956522,logistic,6.5
4,0.9438405797101449,0.9231884057971015,logistic,6.5
0,0.9420289855072463,0.9246376811594202,logistic,6.6000000000000005
1,0.9438405797101449,0.9318840579710145,logistic,6.6000000000000005
2,0.9307971014492754,0.9608695652173913,logistic,6.6000000000000005
3,0.938768115942029,0.9347826086956522,logistic,6.6000000000000005
4,0.9438405797101449,0.9231884057971015,logistic,6.6000000000000005
0,0.9423913043478261,0.9246376811594202,logistic,6.7
1,0.9434782608695652,0.9318840579710145,logistic,6.7
2,0.9307971014492754,0.9608695652173913,logistic,6.7
3,0.938768115942029,0.936231884057971,logistic,6.7
4,0.9434782608695652,0.9231884057971015,logistic,6.7
0,0.9423913043478261,0.9231884057971015,logistic,6.800000000000001
1,0.9434782608695652,0.9318840579710145,logistic,6.800000000000001
2,0.9307971014492754,0.9594202898550724,logistic,6.800000000000001
3,0.9391304347826087,0.936231884057971,logistic,6.800000000000001
4,0.9434782608695652,0.9231884057971015,logistic,6.800000000000001
0,0.9423913043478261,0.9231884057971015,logistic,6.9
1,0.9434782608695652,0.9318840579710145,logistic,6.9
2,0.9307971014492754,0.9594202898550724,logistic,6.9
3,0.9391304347826087,0.936231884057971,logistic,6.9
4,0.9434782608695652,0.9231884057971015,logistic,6.9
0,0.9423913043478261,0.9231884057971015,logistic,7.0
1,0.9434782608695652,0.9318840579710145,logistic,7.0
2,0.9307971014492754,0.9594202898550724,logistic,7.0
3,0.9391304347826087,0.936231884057971,logistic,7.0
4,0.9434782608695652,0.9231884057971015,logistic,7.0
0,0.9423913043478261,0.9231884057971015,logistic,7.1000000000000005
1,0.9434782608695652,0.9318840579710145,logistic,7.1000000000000005
2,0.9304347826086956,0.9594202898550724,logistic,7.1000000000000005
3,0.9391304347826087,0.936231884057971,logistic,7.1000000000000005
4,0.9434782608695652,0.9231884057971015,logistic,7.1000000000000005
0,0.9423913043478261,0.9231884057971015,logistic,7.2
1,0.9434782608695652,0.9318840579710145,logistic,7.2
2,0.9307971014492754,0.9594202898550724,logistic,7.2
3,0.9391304347826087,0.936231884057971,logistic,7.2
4,0.9434782608695652,0.9231884057971015,logistic,7.2
0,0.9423913043478261,0.9231884057971015,logistic,7.300000000000001
1,0.9434782608695652,0.9318840579710145,logistic,7.300000000000001
2,0.9307971014492754,0.9594202898550724,logistic,7.300000000000001
3,0.9391304347826087,0.936231884057971,logistic,7.300000000000001
4,0.9434782608695652,0.9231884057971015,logistic,7.300000000000001
0,0.9423913043478261,0.9231884057971015,logistic,7.4
1,0.9431159420289855,0.9318840579710145,logistic,7.4
2,0.9307971014492754,0.9594202898550724,logistic,7.4
3,0.9391304347826087,0.9376811594202898,logistic,7.4
4,0.9434782608695652,0.9231884057971015,logistic,7.4
0,0.9423913043478261,0.9231884057971015,logistic,7.5
1,0.9431159420289855,0.9304347826086956,logistic,7.5
2,0.9307971014492754,0.9594202898550724,logistic,7.5
3,0.9391304347826087,0.9376811594202898,logistic,7.5
4,0.9434782608695652,0.9231884057971015,logistic,7.5
0,0.9423913043478261,0.9231884057971015,logistic,7.6000000000000005
1,0.9431159420289855,0.9304347826086956,logistic,7.6000000000000005
2,0.9307971014492754,0.9594202898550724,logistic,7.6000000000000005
3,0.9391304347826087,0.9376811594202898,logistic,7.6000000000000005
4,0.9434782608695652,0.9231884057971015,logistic,7.6000000000000005
0,0.9423913043478261,0.9231884057971015,logistic,7.7
1,0.9431159420289855,0.9304347826086956,logistic,7.7
2,0.9307971014492754,0.9594202898550724,logistic,7.7
3,0.9391304347826087,0.9376811594202898,logistic,7.7
4,0.9431159420289855,0.9231884057971015,logistic,7.7
0,0.9423913043478261,0.9231884057971015,logistic,7.800000000000001
1,0.9431159420289855,0.9304347826086956,logistic,7.800000000000001
2,0.9311594202898551,0.9594202898550724,logistic,7.800000000000001
3,0.9391304347826087,0.9376811594202898,logistic,7.800000000000001
4,0.9431159420289855,0.9231884057971015,logistic,7.800000000000001
0,0.9423913043478261,0.9231884057971015,logistic,7.9
1,0.9431159420289855,0.9304347826086956,logistic,7.9
2,0.9311594202898551,0.9594202898550724,logistic,7.9
3,0.9391304347826087,0.9376811594202898,logistic,7.9
4,0.9431159420289855,0.9231884057971015,logistic,7.9
0,0.9423913043478261,0.9231884057971015,logistic,8.0
1,0.9434782608695652,0.9304347826086956,logistic,8.0
2,0.9307971014492754,0.9594202898550724,logistic,8.0
3,0.9391304347826087,0.9376811594202898,logistic,8.0
4,0.9431159420289855,0.9231884057971015,logistic,8.0
0,0.9423913043478261,0.9231884057971015,logistic,8.1
1,0.9434782608695652,0.9304347826086956,logistic,8.1
2,0.9307971014492754,0.9594202898550724,logistic,8.1
3,0.9394927536231884,0.9376811594202898,logistic,8.1
4,0.9431159420289855,0.9231884057971015,logistic,8.1
0,0.9423913043478261,0.9231884057971015,logistic,8.200000000000001
1,0.9434782608695652,0.9304347826086956,logistic,8.200000000000001
2,0.9307971014492754,0.9594202898550724,logistic,8.200000000000001
3,0.9394927536231884,0.9376811594202898,logistic,8.200000000000001
4,0.9431159420289855,0.9231884057971015,logistic,8.200000000000001
0,0.9423913043478261,0.9231884057971015,logistic,8.3
1,0.9438405797101449,0.9304347826086956,logistic,8.3
2,0.9307971014492754,0.9594202898550724,logistic,8.3
3,0.9394927536231884,0.9376811594202898,logistic,8.3
4,0.9434782608695652,0.9231884057971015,logistic,8.3
0,0.9423913043478261,0.9231884057971015,logistic,8.4
1,0.9438405797101449,0.9304347826086956,logistic,8.4
2,0.9307971014492754,0.9594202898550724,logistic,8.4
3,0.9394927536231884,0.9376811594202898,logistic,8.4
4,0.9434782608695652,0.9231884057971015,logistic,8.4
0,0.9427536231884058,0.9231884057971015,logistic,8.5
1,0.9434782608695652,0.9304347826086956,logistic,8.5
2,0.9307971014492754,0.9594202898550724,logistic,8.5
3,0.9394927536231884,0.9376811594202898,logistic,8.5
4,0.9438405797101449,0.9231884057971015,logistic,8.5
0,0.9427536231884058,0.9231884057971015,logistic,8.6
1,0.9434782608695652,0.9304347826086956,logistic,8.6
2,0.9307971014492754,0.9594202898550724,logistic,8.6
3,0.9394927536231884,0.9376811594202898,logistic,8.6
4,0.9438405797101449,0.9231884057971015,logistic,8.6
0,0.9423913043478261,0.9231884057971015,logistic,8.700000000000001
1,0.9434782608695652,0.9304347826086956,logistic,8.700000000000001
2,0.9307971014492754,0.9594202898550724,logistic,8.700000000000001
3,0.9398550724637681,0.9376811594202898,logistic,8.700000000000001
4,0.9438405797101449,0.9231884057971015,logistic,8.700000000000001
0,0.9427536231884058,0.9231884057971015,logistic,8.8
1,0.9434782608695652,0.9304347826086956,logistic,8.8
2,0.9307971014492754,0.9594202898550724,logistic,8.8
3,0.9398550724637681,0.9376811594202898,logistic,8.8
4,0.9438405797101449,0.9231884057971015,logistic,8.8
0,0.9431159420289855,0.9231884057971015,logistic,8.9
1,0.9434782608695652,0.9304347826086956,logistic,8.9
2,0.9307971014492754,0.9594202898550724,logistic,8.9
3,0.9394927536231884,0.9376811594202898,logistic,8.9
4,0.9438405797101449,0.9231884057971015,logistic,8.9
0,0.9434782608695652,0.9231884057971015,logistic,9.0
1,0.9434782608695652,0.9304347826086956,logistic,9.0
2,0.9307971014492754,0.9594202898550724,logistic,9.0
3,0.9394927536231884,0.9376811594202898,logistic,9.0
4,0.9438405797101449,0.9231884057971015,logistic,9.0
0,0.9434782608695652,0.9231884057971015,logistic,9.1
1,0.9434782608695652,0.9304347826086956,logistic,9.1
2,0.9304347826086956,0.9594202898550724,logistic,9.1
3,0.9394927536231884,0.9376811594202898,logistic,9.1
4,0.9438405797101449,0.9231884057971015,logistic,9.1
0,0.9434782608695652,0.9231884057971015,logistic,9.200000000000001
1,0.9434782608695652,0.9304347826086956,logistic,9.200000000000001
2,0.9304347826086956,0.9594202898550724,logistic,9.200000000000001
3,0.9394927536231884,0.9376811594202898,logistic,9.200000000000001
4,0.9438405797101449,0.9231884057971015,logistic,9.200000000000001
0,0.9434782608695652,0.9231884057971015,logistic,9.3
1,0.9434782608695652,0.9304347826086956,logistic,9.3
2,0.9304347826086956,0.9594202898550724,logistic,9.3
3,0.9394927536231884,0.9376811594202898,logistic,9.3
4,0.9442028985507246,0.9231884057971015,logistic,9.3
0,0.9431159420289855,0.9231884057971015,logistic,9.4
1,0.9434782608695652,0.9304347826086956,logistic,9.4
2,0.9304347826086956,0.9594202898550724,logistic,9.4
3,0.9394927536231884,0.9376811594202898,logistic,9.4
4,0.9442028985507246,0.9231884057971015,logistic,9.4
0,0.9431159420289855,0.9231884057971015,logistic,9.5
1,0.9438405797101449,0.9304347826086956,logistic,9.5
2,0.9304347826086956,0.9594202898550724,logistic,9.5
3,0.9394927536231884,0.9376811594202898,logistic,9.5
4,0.9442028985507246,0.9231884057971015,logistic,9.5
0,0.9431159420289855,0.9231884057971015,logistic,9.600000000000001
1,0.9438405797101449,0.9304347826086956,logistic,9.600000000000001
2,0.9304347826086956,0.9594202898550724,logistic,9.600000000000001
3,0.9394927536231884,0.9376811594202898,logistic,9.600000000000001
4,0.9442028985507246,0.9231884057971015,logistic,9.600000000000001
0,0.9431159420289855,0.9231884057971015,logistic,9.700000000000001
1,0.9438405797101449,0.9318840579710145,logistic,9.700000000000001
2,0.9304347826086956,0.9594202898550724,logistic,9.700000000000001
3,0.9394927536231884,0.9376811594202898,logistic,9.700000000000001
4,0.9442028985507246,0.9231884057971015,logistic,9.700000000000001
0,0.9431159420289855,0.9231884057971015,logistic,9.8
1,0.9438405797101449,0.9318840579710145,logistic,9.8
2,0.9304347826086956,0.9594202898550724,logistic,9.8
3,0.9394927536231884,0.9376811594202898,logistic,9.8
4,0.9442028985507246,0.9231884057971015,logistic,9.8
0,0.9431159420289855,0.9231884057971015,logistic,9.9
